sample_id	forward-absolute-filepath	reverse-absolute-filepath	Mouse-ID	LK16Sid	ExName	Ex	LavageDate	MP	SampleOrigin	Cage	ExCage	ExCageTp	Timepoint	TimeP	Timepoint.wks	AntibioticTx	Infected	Tp.Cage	Tp.ABX	Tp.Infect	ABX.Infect	Tp.ABX.Infect	NaturalMicro	InfectionStage	InfectStage2	InfectStageDepo	InfectStagePreUM	InfectStageDEM	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseCINEndpointRanked	Cleared.Persistent
LK16S004-043	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_043_S43_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_043_S43_R2_001.fastq.gz	08-12-M3-3	LK16S004_043	Baseline	E3	8/12/20	M3-3	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp2	Timepoint 2	2	2	ABX	Mock	Tp2_Cage3	Tp2_ABX	Tp2_Mock	ABX_Mock	Tp2_ABX_Mock	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-044	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_044_S44_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_044_S44_R2_001.fastq.gz	08-12-M4-1	LK16S004_044	Baseline	E3	8/12/20	M4-1	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp2	Timepoint 2	2	2	ABX	Infected	Tp2_Cage4	Tp2_ABX	Tp2_Infected	ABX_Infected	Tp2_ABX_Infected	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection			CIN3	High	
LK16S004-045	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_045_S45_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_045_S45_R2_001.fastq.gz	08-12-M4-2	LK16S004_045	Baseline	E3	8/12/20	M4-2	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp2	Timepoint 2	2	2	ABX	Infected	Tp2_Cage4	Tp2_ABX	Tp2_Infected	ABX_Infected	Tp2_ABX_Infected	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection			CIN3	High 	
LK16S004-046	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_046_S46_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_046_S46_R2_001.fastq.gz	08-12-M4-3	LK16S004_046	Baseline	E3	8/12/20	M4-3	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp2	Timepoint 2	2	2	ABX	Infected	Tp2_Cage4	Tp2_ABX	Tp2_Infected	ABX_Infected	Tp2_ABX_Infected	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection			CIN2	Low	
LK16S004-047	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_047_S47_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_047_S47_R2_001.fastq.gz	08-12-M5-1	LK16S004_047	Baseline	E3	8/12/20	M5-1	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp2	Timepoint 2	2	2	ABX	Untouched	Tp2_Cage5	Tp2_ABX	Tp2_Untouched	ABX_Untouched	Tp2_ABX_Untouched	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-048	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_048_S48_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_048_S48_R2_001.fastq.gz	08-12-M5-2	LK16S004_048	Baseline	E3	8/12/20	M5-2	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp2	Timepoint 2	2	2	ABX	Untouched	Tp2_Cage5	Tp2_ABX	Tp2_Untouched	ABX_Untouched	Tp2_ABX_Untouched	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-049	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_049_S49_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_049_S49_R2_001.fastq.gz	08-12-M5-3	LK16S004_049	Baseline	E3	8/12/20	M5-3	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp2	Timepoint 2	2	2	ABX	Untouched	Tp2_Cage5	Tp2_ABX	Tp2_Untouched	ABX_Untouched	Tp2_ABX_Untouched	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-050	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_050_S50_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_050_S50_R2_001.fastq.gz	08-12-M5-4	LK16S004_050	Baseline	E3	8/12/20	M5-4	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp2	Timepoint 2	2	2	ABX	Untouched	Tp2_Cage5	Tp2_ABX	Tp2_Untouched	ABX_Untouched	Tp2_ABX_Untouched	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-051	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_051_S51_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_051_S51_R2_001.fastq.gz	08-12-M5-5	LK16S004_051	Baseline	E3	8/12/20	M5-5	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp2	Timepoint 2	2	2	ABX	Untouched	Tp2_Cage5	Tp2_ABX	Tp2_Untouched	ABX_Untouched	Tp2_ABX_Untouched	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-052	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R2_001.fastq.gz	08-12-M6-1	LK16S004_052	Baseline	E3	8/12/20	M6-1	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp2	Timepoint 2	2	2	None	Untouched	Tp2_Cage6	Tp2_None	Tp2_Untouched	None_Untouched	Tp2_None_Untouched	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-053	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_053_S53_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_053_S53_R2_001.fastq.gz	08-12-M6-2	LK16S004_053	Baseline	E3	8/12/20	M6-2	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp2	Timepoint 2	2	2	None	Untouched	Tp2_Cage6	Tp2_None	Tp2_Untouched	None_Untouched	Tp2_None_Untouched	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-054	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R2_001.fastq.gz	08-12-M6-3	LK16S004_054	Baseline	E3	8/12/20	M6-3	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp2	Timepoint 2	2	2	None	Untouched	Tp2_Cage6	Tp2_None	Tp2_Untouched	None_Untouched	Tp2_None_Untouched	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-055	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_055_S55_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_055_S55_R2_001.fastq.gz	08-12-M6-4	LK16S004_055	Baseline	E3	8/12/20	M6-4	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp2	Timepoint 2	2	2	None	Untouched	Tp2_Cage6	Tp2_None	Tp2_Untouched	None_Untouched	Tp2_None_Untouched	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-056	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R2_001.fastq.gz	08-12-M7-1	LK16S004_056	Baseline	E3	8/12/20	M7-1	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp2	Timepoint 2	2	2	None	Infected	Tp2_Cage7	Tp2_None	Tp2_Infected	None_Infected	Tp2_None_Infected	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-057	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_057_S57_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_057_S57_R2_001.fastq.gz	08-12-M7-2	LK16S004_057	Baseline	E3	8/12/20	M7-2	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp2	Timepoint 2	2	2	None	Infected	Tp2_Cage7	Tp2_None	Tp2_Infected	None_Infected	Tp2_None_Infected	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection			CIN3	High	Persistent
LK16S004-058	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_058_S58_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_058_S58_R2_001.fastq.gz	08-12-M7-3	LK16S004_058	Baseline	E3	8/12/20	M7-3	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp2	Timepoint 2	2	2	None	Infected	Tp2_Cage7	Tp2_None	Tp2_Infected	None_Infected	Tp2_None_Infected	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection			CIN2	Low	Persistent
LK16S004-059	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_059_S59_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_059_S59_R2_001.fastq.gz	08-12-M08-1	LK16S004_059	Baseline	E3	8/12/20	M8-1	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp2	Timepoint 2	2	2	None	Mock	Tp2_Cage8	Tp2_None	Tp2_Mock	None_Mock	Tp2_None_Mock	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-060	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_060_S60_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_060_S60_R2_001.fastq.gz	08-12-M08-2	LK16S004_060	Baseline	E3	8/12/20	M8-2	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp2	Timepoint 2	2	2	None	Mock	Tp2_Cage8	Tp2_None	Tp2_Mock	None_Mock	Tp2_None_Mock	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-061	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_061_S61_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_061_S61_R2_001.fastq.gz	08-12-M08-3	LK16S004_061	Baseline	E3	8/12/20	M8-3	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp2	Timepoint 2	2	2	None	Mock	Tp2_Cage8	Tp2_None	Tp2_Mock	None_Mock	Tp2_None_Mock	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-062	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_062_S62_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_062_S62_R2_001.fastq.gz	08-12-M08-4	LK16S004_062	Baseline	E3	8/12/20	M8-4	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp2	Timepoint 2	2	2	None	Mock	Tp2_Cage8	Tp2_None	Tp2_Mock	None_Mock	Tp2_None_Mock	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-063	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_063_S63_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_063_S63_R2_001.fastq.gz	08-12-M08-5	LK16S004_063	Baseline	E3	8/12/20	M8-5	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp2	Timepoint 2	2	2	None	Mock	Tp2_Cage8	Tp2_None	Tp2_Mock	None_Mock	Tp2_None_Mock	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-064	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_064_S64_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_064_S64_R2_001.fastq.gz	08-12-M9-1	LK16S004_064	Baseline	E3	8/12/20	M9-1	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp2	Timepoint 2	2	2	ABX	Mock	Tp2_Cage9	Tp2_ABX	Tp2_Mock	ABX_Mock	Tp2_ABX_Mock	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-065	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_065_S65_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_065_S65_R2_001.fastq.gz	08-12-M9-2	LK16S004_065	Baseline	E3	8/12/20	M9-2	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp2	Timepoint 2	2	2	ABX	Mock	Tp2_Cage9	Tp2_ABX	Tp2_Mock	ABX_Mock	Tp2_ABX_Mock	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-066	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_066_S66_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_066_S66_R2_001.fastq.gz	08-12-M9-3	LK16S004_066	Baseline	E3	8/12/20	M9-3	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp2	Timepoint 2	2	2	ABX	Mock	Tp2_Cage9	Tp2_ABX	Tp2_Mock	ABX_Mock	Tp2_ABX_Mock	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-067	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_067_S67_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_067_S67_R2_001.fastq.gz	08-12-M10-1	LK16S004_067	Baseline	E3	8/12/20	M10-1	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp2	Timepoint 2	2	2	ABX	Infected	Tp2_Cage10	Tp2_ABX	Tp2_Infected	ABX_Infected	Tp2_ABX_Infected	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-068	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_068_S68_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_068_S68_R2_001.fastq.gz	08-12-M10-2	LK16S004_068	Baseline	E3	8/12/20	M10-2	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp2	Timepoint 2	2	2	ABX	Infected	Tp2_Cage10	Tp2_ABX	Tp2_Infected	ABX_Infected	Tp2_ABX_Infected	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-069	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_069_S69_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_069_S69_R2_001.fastq.gz	08-12-M10-3	LK16S004_069	Baseline	E3	8/12/20	M10-3	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp2	Timepoint 2	2	2	ABX	Infected	Tp2_Cage10	Tp2_ABX	Tp2_Infected	ABX_Infected	Tp2_ABX_Infected	No	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-070	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_070_S70_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_070_S70_R2_001.fastq.gz	08-12-M11-1	LK16S004_070	Baseline	E3	8/12/20	M11-1	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp2	Timepoint 2	2	2	None	Infected	Tp2_Cage11	Tp2_None	Tp2_Infected	None_Infected	Tp2_None_Infected	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection			CIN3	High 	Persistent
LK16S004-071	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_071_S71_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_071_S71_R2_001.fastq.gz	08-12-M11-2	LK16S004_071	Baseline	E3	8/12/20	M11-2	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp2	Timepoint 2	2	2	None	Infected	Tp2_Cage11	Tp2_None	Tp2_Infected	None_Infected	Tp2_None_Infected	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection					
LK16S004-072	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_072_S72_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_072_S72_R2_001.fastq.gz	08-12-M11-3	LK16S004_072	Baseline	E3	8/12/20	M11-3	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp2	Timepoint 2	2	2	None	Infected	Tp2_Cage11	Tp2_None	Tp2_Infected	None_Infected	Tp2_None_Infected	Natural	"2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)"	Pre-Infection	Pre-Infection	Pre-Infection	Pre-Infection			CIN2	Low	Persistent
LK16S004-073	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_073_S73_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_073_S73_R2_001.fastq.gz	08-19-M3-1	LK16S004_073	Baseline	E3	8/19/20	M3-1	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp3	Timepoint 3	3	3	ABX	Mock	Tp3_Cage3	Tp3_ABX	Tp3_Mock	ABX_Mock	Tp3_ABX_Mock	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-074	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_074_S74_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_074_S74_R2_001.fastq.gz	08-19-M3-2	LK16S004_074	Baseline	E3	8/19/20	M3-2	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp3	Timepoint 3	3	3	ABX	Mock	Tp3_Cage3	Tp3_ABX	Tp3_Mock	ABX_Mock	Tp3_ABX_Mock	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-075	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_075_S75_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_075_S75_R2_001.fastq.gz	08-19-M3-3	LK16S004_075	Baseline	E3	8/19/20	M3-3	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp3	Timepoint 3	3	3	ABX	Mock	Tp3_Cage3	Tp3_ABX	Tp3_Mock	ABX_Mock	Tp3_ABX_Mock	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-076	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_076_S76_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_076_S76_R2_001.fastq.gz	08-19-M4-1	LK16S004_076	Baseline	E3	8/19/20	M4-1	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp3	Timepoint 3	3	3	ABX	Infected	Tp3_Cage4	Tp3_ABX	Tp3_Infected	ABX_Infected	Tp3_ABX_Infected	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo			CIN3	High	
LK16S004-077	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_077_S77_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_077_S77_R2_001.fastq.gz	08-19-M4-2	LK16S004_077	Baseline	E3	8/19/20	M4-2	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp3	Timepoint 3	3	3	ABX	Infected	Tp3_Cage4	Tp3_ABX	Tp3_Infected	ABX_Infected	Tp3_ABX_Infected	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo			CIN3	High 	
LK16S004-078	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_078_S78_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_078_S78_R2_001.fastq.gz	08-19-M4-3	LK16S004_078	Baseline	E3	8/19/20	M4-3	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp3	Timepoint 3	3	3	ABX	Infected	Tp3_Cage4	Tp3_ABX	Tp3_Infected	ABX_Infected	Tp3_ABX_Infected	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo			CIN2	Low	
LK16S004-079	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_079_S79_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_079_S79_R2_001.fastq.gz	08-19-M5-1	LK16S004_079	Baseline	E3	8/19/20	M5-1	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp3	Timepoint 3	3	3	ABX	Untouched	Tp3_Cage5	Tp3_ABX	Tp3_Untouched	ABX_Untouched	Tp3_ABX_Untouched	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-080	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_080_S80_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_080_S80_R2_001.fastq.gz	08-19-M5-2	LK16S004_080	Baseline	E3	8/19/20	M5-2	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp3	Timepoint 3	3	3	ABX	Untouched	Tp3_Cage5	Tp3_ABX	Tp3_Untouched	ABX_Untouched	Tp3_ABX_Untouched	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-081	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_081_S81_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_081_S81_R2_001.fastq.gz	08-19-M5-3	LK16S004_081	Baseline	E3	8/19/20	M5-3	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp3	Timepoint 3	3	3	ABX	Untouched	Tp3_Cage5	Tp3_ABX	Tp3_Untouched	ABX_Untouched	Tp3_ABX_Untouched	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-082	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_082_S82_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_082_S82_R2_001.fastq.gz	08-19-M5-4	LK16S004_082	Baseline	E3	8/19/20	M5-4	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp3	Timepoint 3	3	3	ABX	Untouched	Tp3_Cage5	Tp3_ABX	Tp3_Untouched	ABX_Untouched	Tp3_ABX_Untouched	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-083	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_083_S83_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_083_S83_R2_001.fastq.gz	08-19-M5-5	LK16S004_083	Baseline	E3	8/19/20	M5-5	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp3	Timepoint 3	3	3	ABX	Untouched	Tp3_Cage5	Tp3_ABX	Tp3_Untouched	ABX_Untouched	Tp3_ABX_Untouched	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-084	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R2_001.fastq.gz	08-19-M6-1	LK16S004_084	Baseline	E3	8/19/20	M6-1	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp3	Timepoint 3	3	3	None	Untouched	Tp3_Cage6	Tp3_None	Tp3_Untouched	None_Untouched	Tp3_None_Untouched	Untouched	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
