sample-id	forward-absolute-filepath	reverse-absolute-filepath	SampleNO	Ex	ShortID	FullID	MouseID	Cage	Group	Infected	ABX	Timepoint	Tp.Inf.ABX.Group	LevageDate 	PostInfection(wk)	InfectStageML	PostABx(wk)	Notes 	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseEndpointRanked	Cleared.PersistentAtEndpoint
LK16S009-265	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-265_S77_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-265_S77_L001_R2_001.fastq.gz	50	E4	MV-50	T2-M-31.2-B	M-31.2-B	Cage 31	Infected ABX	Infected	ABX	2	T2 Infected ABX	1.25.21	7	Early Infection 5 & 7 wpi	2		8.92E+05	High	At least CIN3	High	Persistent
LK16S009-266	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-266_S78_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-266_S78_L001_R2_001.fastq.gz	51	E4	MV-51	T2-M-31.3-B	M-31.3-B	Cage 31	Infected ABX	Infected	ABX	2	T2 Infected ABX	1.25.21	7	Early Infection 5 & 7 wpi	2		4.74E+04	High	At least CIN3	High	Persistent
LK16S009-267	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-267_S79_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-267_S79_L001_R2_001.fastq.gz	52	E4	MV-52	T2-PBS	PBS	Cage 	PBS	PBS	PBS	2	T2 PBS	1.25.21	7	Early Infection 5 & 7 wpi	2						
LK16S009-268	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-268_S80_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-268_S80_L001_R2_001.fastq.gz	53	E4	MV-53	T3-M-24.A.1-B	M-24.A.1-B	Cage 24A	Mock None	Mock	None	3	T3 Mock None	2.8.21	9	Mid Infection 9 & 14 wpi	4		9.10E+01	Mock	Normal/Hyperplasia	None	Mock
LK16S009-269	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-269_S81_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-269_S81_L001_R2_001.fastq.gz	54	E4	MV-54	T3-M-24.A.2-B	M-24.A.2-B	Cage 24A	Mock None	Mock	None	3	T3 Mock None	2.8.21	9	Mid Infection 9 & 14 wpi	4		5.68E+02	Mock	Normal/Hyperplasia	None	Mock
LK16S009-270	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-270_S82_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-270_S82_L001_R2_001.fastq.gz	55	E4	MV-55	T3-M-24.B.1-B	M-24.B.1-B	Cage 24B	Mock ABX	Mock	ABX	3	T3 Mock ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		4.60E+03	Mock	Normal/Hyperplasia	None	Mock
LK16S009-271	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-271_S83_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-271_S83_L001_R2_001.fastq.gz	56	E4	MV-56	T3-M-24.B.2-B	M-24.B.2-B	Cage 24B	Mock ABX	Mock	ABX	3	T3 Mock ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.59E+03	Mock	Normal	None	Mock
LK16S009-272	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-272_S84_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-272_S84_L001_R2_001.fastq.gz	57	E4	MV-57	T3-M-25.1-B	M-25.1-B	Cage 25	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		2.89E+04	High	CIN3	High	Persistent
LK16S009-273	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-273_S85_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-273_S85_L001_R2_001.fastq.gz	58	E4	MV-58	T3-M-25.2-B	M-25.2-B	Cage 25	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.24E+03	Low	CIN3	High	Persistent
LK16S009-274	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R2_001.fastq.gz	59	E4	MV-59	T3-M-25.3-B	M-25.3-B	Cage 25	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		3.56E+04	High	CIN3	High	Persistent
LK16S009-275	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R2_001.fastq.gz	60	E4	MV-60	T3-M-25.4-B	M-25.4-B	Cage 25	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.86E+03	Low			
LK16S009-276	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-276_S88_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-276_S88_L001_R2_001.fastq.gz	61	E4	MV-61	T3-M-26.1-B	M-26.1-B	Cage 26	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		4.88E+05	High	CIN3	High	Persistent
LK16S009-277	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R2_001.fastq.gz	62	E4	MV-62	T3-M-26.2-B	M-26.2-B	Cage 26	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		2.42E+07	High	At least CIN3	High	Persistent
LK16S009-278	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-278_S90_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-278_S90_L001_R2_001.fastq.gz	63	E4	MV-63	T3-M-26.3-B	M-26.3-B	Cage 26	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.14E+05	High	CIN3	High	Persistent
LK16S009-279	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R2_001.fastq.gz	64	E4	MV-64	T3-M-26.4-B	M-26.4-B	Cage 26	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		2.99E+03	Low	CIN3	High	Persistent
LK16S009-280	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-280_S92_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-280_S92_L001_R2_001.fastq.gz	65	E4	MV-65	T3-M-28.1-B	M-28.1-B	Cage 28	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		2.51E+05	High	CIN3	High	Persistent
LK16S009-281	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-281_S93_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-281_S93_L001_R2_001.fastq.gz	66	E4	MV-66	T3-M-28.2-B	M-28.2-B	Cage 28	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		9.45E+04	High	CIN3	High	Persistent
LK16S009-282	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-282_S94_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-282_S94_L001_R2_001.fastq.gz	67	E4	MV-67	T3-M-28.3-B	M-28.3-B	Cage 28	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.37E+06	High	At least CIN3	High	Persistent
LK16S009-283	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-283_S95_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-283_S95_L001_R2_001.fastq.gz	68	E4	MV-68	T3-M-28.4-B	M-28.4-B	Cage 28	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		7.29E+04	High	CIN3	High	Persistent
LK16S009-284	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-284_S96_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-284_S96_L001_R2_001.fastq.gz	69	E4	MV-69	T3-M-29.1-B	M-29.1-B	Cage 29	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.04E+04	Low	CIN3	High	Persistent
LK16S009-285	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-285_S97_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-285_S97_L001_R2_001.fastq.gz	70	E4	MV-70	T3-M-29.2-B	M-29.2-B	Cage 29	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		6.19E+01	Low	Normal/Hyperplasia	None	Persistent
LK16S009-286	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-286_S98_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-286_S98_L001_R2_001.fastq.gz	71	E4	MV-71	T3-M-29.3-B	M-29.3-B	Cage 29	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.07E+05	High	CIN3	High	Cleared
LK16S009-287	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-287_S99_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-287_S99_L001_R2_001.fastq.gz	72	E4	MV-72	T3-M-30.1-B	M-30.1-B	Cage 30	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.74E+06	High	At least CIN3	High	Persistent
LK16S009-288	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-288_S100_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-288_S100_L001_R2_001.fastq.gz	73	E4	MV-73	T3-M-30.2-B	M-30.2-B	Cage 30	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.33E+05	High	CIN3	High	Persistent
LK16S009-289	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-289_S101_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-289_S101_L001_R2_001.fastq.gz	74	E4	MV-74	T3-M-30.3-B	M-30.3-B	Cage 30	Infected None	Infected	None	3	T3 Infected None	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.59E+06	High	At least CIN3	High	Persistent
LK16S009-290	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R2_001.fastq.gz	75	E4	MV-75	T3-M-31.1-B	M-31.1-B	Cage 31	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		6.85E+05	High	At least CIN3	High	Persistent
LK16S009-291	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-291_S103_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-291_S103_L001_R2_001.fastq.gz	76	E4	MV-76	T3-M-31.2-B	M-31.2-B	Cage 31	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		7.17E+05	High	At least CIN3	High	Persistent
LK16S009-292	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-292_S104_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-292_S104_L001_R2_001.fastq.gz	77	E4	MV-77	T3-M-31.3-B	M-31.3-B	Cage 31	Infected ABX	Infected	ABX	3	T3 Infected ABX	2.8.21	9	Mid Infection 9 & 14 wpi	4		1.62E+05	High	At least CIN3	High	Persistent
LK16S009-293	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-293_S105_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-293_S105_L001_R2_001.fastq.gz	78	E4	MV-78	T3-PBS	PBS	Cage 	PBS	PBS	PBS	3	T3 PBS	2.8.21	9	Mid Infection 9 & 14 wpi	4						
LK16S009-294	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-294_S106_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-294_S106_L001_R2_001.fastq.gz	79	E4	MV-79	T4-M-24.A.1-B	M-24.A.1-B	Cage 24A	Mock None	Mock	None	4	T4 Mock None	3.16.21	14	Mid Infection 9 & 14 wpi	9				Normal/Hyperplasia	None	Mock
LK16S009-295	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-295_S107_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-295_S107_L001_R2_001.fastq.gz	80	E4	MV-80	T4-M-24.A.2-B	M-24.A.2-B	Cage 24A	Mock None	Mock	None	4	T4 Mock None	3.16.21	14	Mid Infection 9 & 14 wpi	9				Normal/Hyperplasia	None	Mock
LK16S009-296	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-296_S108_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-296_S108_L001_R2_001.fastq.gz	81	E4	MV-81	T4-M-24.B.1-B	M-24.B.1-B	Cage 24B	Mock ABX	Mock	ABX	4	T4 Mock ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				Normal/Hyperplasia	None	Mock
LK16S009-297	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-297_S109_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-297_S109_L001_R2_001.fastq.gz	82	E4	MV-82	T4-M-24.B.2-B	M-24.B.2-B	Cage 24B	Mock ABX	Mock	ABX	4	T4 Mock ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				Normal	None	Mock
LK16S009-298	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-298_S110_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-298_S110_L001_R2_001.fastq.gz	83	E4	MV-83	T4-M-25.1-B	M-25.1-B	Cage 25	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-299	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R2_001.fastq.gz	84	E4	MV-84	T4-M-25.2-B	M-25.2-B	Cage 25	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-300	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-300_S112_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-300_S112_L001_R2_001.fastq.gz	85	E4	MV-85	T4-M-25.3-B	M-25.3-B	Cage 25	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-301	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-301_S113_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-301_S113_L001_R2_001.fastq.gz	87	E4	MV-87	T4-M-26.1-B	M-26.1-B	Cage 26	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-302	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-302_S114_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-302_S114_L001_R2_001.fastq.gz	88	E4	MV-88	T4-M-26.2-B	M-26.2-B	Cage 26	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				At least CIN3	High	Persistent
LK16S009-303	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-303_S115_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-303_S115_L001_R2_001.fastq.gz	89	E4	MV-89	T4-M-26.3-B	M-26.3-B	Cage 26	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-304	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-304_S116_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-304_S116_L001_R2_001.fastq.gz	90	E4	MV-90	T4-M-26.4-B	M-26.4-B	Cage 26	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-305	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-305_S117_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-305_S117_L001_R2_001.fastq.gz	91	E4	MV-91	T4-M-28.1-B	M-28.1-B	Cage 28	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-306	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-306_S118_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-306_S118_L001_R2_001.fastq.gz	92	E4	MV-92	T4-M-28.2-B	M-28.2-B	Cage 28	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-307	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-307_S119_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-307_S119_L001_R2_001.fastq.gz	93	E4	MV-93	T4-M-28.3-B	M-28.3-B	Cage 28	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				At least CIN3	High	Persistent
LK16S009-308	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-308_S120_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-308_S120_L001_R2_001.fastq.gz	94	E4	MV-94	T4-M-28.4-B	M-28.4-B	Cage 28	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-309	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-309_S121_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-309_S121_L001_R2_001.fastq.gz	95	E4	MV-95	T4-M-29.1-B	M-29.1-B	Cage 29	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-310	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-310_S122_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-310_S122_L001_R2_001.fastq.gz	96	E4	MV-96	T4-M-29.2-B	M-29.2-B	Cage 29	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				Normal/Hyperplasia	None	Persistent
LK16S009-311	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-311_S123_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-311_S123_L001_R2_001.fastq.gz	97	E4	MV-97	T4-M-29.3-B	M-29.3-B	Cage 29	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Cleared
LK16S009-312	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-312_S124_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-312_S124_L001_R2_001.fastq.gz	98	E4	MV-98	T4-M-30.1-B	M-30.1-B	Cage 30	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				At least CIN3	High	Persistent
LK16S009-313	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-313_S125_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-313_S125_L001_R2_001.fastq.gz	99	E4	MV-99	T4-M-30.2-B	M-30.2-B	Cage 30	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				CIN3	High	Persistent
LK16S009-314	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R2_001.fastq.gz	100	E4	MV-100	T4-M-30.3-B	M-30.3-B	Cage 30	Infected None	Infected	None	4	T4 Infected None	3.16.21	14	Mid Infection 9 & 14 wpi	9				At least CIN3	High	Persistent
LK16S009-315	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-315_S127_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-315_S127_L001_R2_001.fastq.gz	101	E4	MV-101	T4-M-31.1-B	M-31.1-B	Cage 31	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				At least CIN3	High	Persistent
LK16S009-316	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-316_S128_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-316_S128_L001_R2_001.fastq.gz	102	E4	MV-102	T4-M-31.2-B	M-31.2-B	Cage 31	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				At least CIN3	High	Persistent
